1   3 -70   43    1  -90   2 -100 -100    4    1    4    3 -100 -100    2    2    2    2 -100 -100    2 -100  -70    1 2018
3   5 -70   74    2 -100   1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70    2 2018
2   1 -70   42    1   12   1    1 -100    4    2    3    3 -100 -100    3    2    2    2 -100 -100    1 -100  -70    3 2018
2   1 -70   63    2   12   1    1 -100    4    1 -100 -100    3    2    3    2    2    1 -100 -100 -100    2  -70    4 2018
3   5 -70   71    1 -100   2 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70    5 2018
1   5 -70   67    2 -100   3 -100 -100 -100 -100 -100 -100    2    1 -100 -100 -100 -100 -100 -100    3 -100  -70    6 2018
3   1 -70   59    2   10   2 -100 -100 -100    1 -100 -100 -100 -100  -98    2    2    1 -100 -100 -100    2  -70    7 2018
3   1 -70   43    1   12   2 -100 -100 -100    1 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    2  -70    8 2018
2   1 -70   62    2    2   3 -100 -100    3    2    1    3 -100 -100  -99    2    2    2 -100 -100    2 -100  -70    9 2018
2   1 -70   55    1   12   2    2 -100    4    2 -100 -100    2    3    2    2    2    2 -100 -100 -100    4  -70   10 2018
1   1 -70   59    1   12   2 -100    1    3    1 -100 -100    4    4    2    2    2    1 -100 -100    1 -100  -70   11 2018
2   2 -70   34    2   10   2 -100 -100    3    2 -100 -100    2    2    2    2    2    2 -100 -100 -100    3  -70   12 2018
1   5 -70   61    2 -100   3 -100 -100 -100 -100    1    3 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70   13 2018
3   1 -70   44    1   12   1    1 -100 -100    2 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    1  -70   14 2018
2   7 -70   41    2 -100   2 -100 -100 -100    3    1    1 -100 -100 -100 -100 -100 -100 -100 -100    3 -100  -70   15 2018
1   2 -70   75    2    9   2 -100 -100    4    2 -100 -100    2    2    2    2    2    1 -100 -100    2 -100  -70   16 2018
2   4 -70   55    2   12   3    2 -100 -100    4 -100 -100    2    2 -100 -100 -100 -100 -100 -100 -100    2  -70   17 2018
1   7 -70   30    2 -100   1    1 -100 -100    2  -98    3 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70   18 2018
3   1 -70   40    2   12   2 -100 -100 -100    2 -100 -100 -100 -100    2    2    2    1 -100 -100 -100    2  -70   19 2018
2   1 -70   30    1  -90   3 -100 -100    3    3 -100 -100  -98    2    4    2    2    3 -100 -100 -100    2  -70   20 2018
1   1 -70   34    2   12   1    2 -100    4    1    4    2 -100 -100    2    2    2    2 -100 -100    1 -100  -70   21 2018
3   6 -70   29    2 -100   2 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    2  -70   22 2018
2   1 -70   40    2   12   2    2 -100    4    1    4    3 -100 -100    4    2    2    1 -100 -100    2 -100  -70   23 2018
1   1 -70   37    1   12   1 -100    1    4    1 -100 -100    1    1    1    2    1    1 -100 -100    1 -100  -70   24 2018
1   2 -70   56    2   10   1    1 -100    3    1    2    2 -100 -100  -98    2    2    2 -100 -100    1 -100  -70   25 2018
3   5 -70   82    1 -100   1 -100    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    3  -70   26 2018
1   1 -70   68    2   12   2 -100 -100    4    2    4    2 -100 -100    2    2    2    1 -100 -100    2 -100  -70   27 2018
3   7 -70   42    2 -100   3 -100 -100 -100    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   28 2018
2   7 -70   40    2 -100   3 -100    2 -100    2    4    2 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70   29 2018
3   2 -70   20    1    9   2 -100 -100 -100    1 -100 -100 -100 -100    3    2    2    2 -100 -100 -100    1  -70   30 2018
2   5 -70   74    2 -100   2    2 -100 -100 -100 -100 -100    1    4 -100 -100 -100 -100 -100 -100 -100    3  -70   31 2018
3   5 -70   89    1 -100   3    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   32 2018
2   7 -70   60    2 -100   2    1 -100 -100    1    4  -98 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70   33 2018
1   1 -70   56    2   12   2 -100 -100    4    4    1    4 -100 -100    2    2    2    3 -100 -100    2 -100  -70   34 2018
2   2 -70   55    2  -90   1 -100 -100    3    1    4    1 -100 -100    1    2    2    1 -100 -100    1 -100  -70   35 2018
3   1 -70   65    1   12   1    1 -100 -100    1 -100 -100 -100 -100    1    2    2    1 -100 -100 -100    2  -70   36 2018
1   2 -70   71    2  -90   2 -100 -100    3    2    1    4 -100 -100    3    2    2    2 -100 -100    2 -100  -70   37 2018
3   1 -70   34    1   12   3 -100 -100 -100    4 -100 -100 -100 -100    3    2    2    2 -100 -100 -100    2  -70   38 2018
2   1 -70   45    1   12   2    2 -100    3    2    3    2 -100 -100  -98    2    2    2 -100 -100    2 -100  -70   39 2018
1 -99 -70   50    2  -90   2  -99 -100  -99  -99 -100 -100    1    2  -99  -99  -99  -99 -100 -100  -98 -100  -70   40 2018
2   2 -70   65    2    9   2 -100 -100    3    1 -100 -100    2    2  -98    2    2    2 -100 -100 -100    3  -70   41 2018
1   1 -70   52    1   12   2 -100 -100    4    2    1    1 -100 -100    1    2    2    2 -100 -100    2 -100  -70   42 2018
2   5 -70   62    2 -100   1 -100 -100 -100 -100 -100 -100    3    3 -100 -100 -100 -100 -100 -100 -100    1  -70   43 2018
3   3 -70   60    1  -90   2    1 -100 -100  -99 -100 -100 -100 -100  -99  -99  -99  -99 -100 -100 -100    1  -70   44 2018
3   7 -70   62    2   12   2 -100 -100 -100    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   45 2018
2   2 -70   46    2   12   3 -100 -100    3    2 -100 -100    2    2    3    2    2    2 -100 -100 -100    4  -70   46 2018
2   2 -70   40    1   12   2    2 -100    4    2    3    3 -100 -100    3    2    2    2 -100 -100    2 -100  -70   47 2018
2   7 -70   53    2 -100   2    2 -100 -100    3 -100 -100    2    4 -100 -100 -100 -100 -100 -100 -100    1  -70   48 2018
2   5 -70   75    1 -100   2 -100 -100 -100 -100    4    3 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70   49 2018
1   5 -70   67    2 -100   2 -100 -100 -100 -100 -100 -100    2    1 -100 -100 -100 -100 -100 -100    1 -100  -70   50 2018
3   1 -70   22    1  -90   2 -100 -100 -100    1 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    2  -70   51 2018
1   1 -70   42    2   12   3 -100 -100    3    2  -98    2 -100 -100    2    2    2    2 -100 -100    2 -100  -70   52 2018
2   1 -70   59    2   12   2 -100 -100    4    2    2    1 -100 -100    2    2    2    2 -100 -100    2 -100  -70   53 2018
3   6 -70   33    2   12   1    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   54 2018
2   1 -70   46    1   12   2    1 -100    4    1 -100 -100    2    2    2    2    2    1 -100 -100 -100    1  -70   55 2018
3   1 -70   55    1   12   2 -100 -100 -100    2 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    1  -70   56 2018
2   7 -70   43    2 -100   2    2 -100 -100    1    1    4 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70   57 2018
1   4 -70   45    2    8   3 -100 -100 -100    3    1    4 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70   58 2018
3   1 -70   23    1   12   2 -100 -100 -100    3 -100 -100 -100 -100    3    2    2    2 -100 -100 -100    3  -70   59 2018
2   2 -70   28    2    6   3 -100 -100    4    2 -100 -100    2    1    1    2    2    2 -100 -100 -100    4  -70   60 2018
1   7 -70   27    2    3   2    2 -100 -100    1    4    4 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70   61 2018
2   2 -70   42    2   11   3    3 -100    3    3    1    4 -100 -100    2    2    2    3 -100 -100    3 -100  -70   62 2018
1   1 -70   41    2   12   2 -100 -100    4    2    2    3 -100 -100  -98    2    2    2 -100 -100    2 -100  -70   63 2018
1   5 -70   64    2 -100   2 -100 -100 -100 -100 -100 -100    1    1 -100 -100 -100 -100 -100 -100    2 -100  -70   64 2018
2   5 -70   53    1 -100   2 -100 -100 -100 -100 -100 -100    3    2 -100 -100 -100 -100 -100 -100 -100    1  -70   65 2018
1   5 -70   79    1 -100   3 -100 -100 -100 -100    2    2 -100 -100 -100 -100 -100 -100 -100 -100    3 -100  -70   66 2018
1   1 -70   34    1   12   2    2 -100    4    2 -100 -100    3    1    2    2    2    2 -100 -100    1 -100  -70   67 2018
3   5 -70   59    2 -100   1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   68 2018
1   1 -70   32    2   12   2 -100 -100    4    2    3    4 -100 -100    2    2    2    2 -100 -100    1 -100  -70   69 2018
2   7 -70   33    2 -100   1    1 -100 -100    4    3    1 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70   70 2018
2   7 -70   35    1 -100   2 -100 -100 -100  -99 -100 -100    4    1 -100 -100 -100 -100 -100 -100 -100    3  -70   71 2018
2   1 -70   37    1   12   2    2 -100    4    2 -100 -100    2    2    2    2    2    2 -100 -100 -100    1  -70   72 2018
1   7 -70   28    2 -100   1    1 -100 -100    1    3    2 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70   73 2018
3   1 -70   42    2   12   2    2 -100 -100    2 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    2  -70   74 2018
3   1 -70   21    1    7   2 -100 -100 -100    2 -100 -100 -100 -100    1    2    2    2 -100 -100 -100    2  -70   75 2018
1   1 -70   33    2   12   1 -100    2    3    1 -100 -100    2    1    1    2    2    2 -100 -100    1 -100  -70   76 2018
3   1 -70   37    2   12   1    1 -100 -100    1 -100 -100 -100 -100    2    2    2    1 -100 -100 -100    2  -70   77 2018
2   7 -70   89    2 -100   2 -100 -100 -100    2 -100 -100    3    2 -100 -100 -100 -100 -100 -100 -100    3  -70   78 2018
3   7 -70   47    2 -100   2    1 -100 -100    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   79 2018
2 -99 -70   63    2  -90   1    1 -100  -99  -99 -100 -100    2    2  -99  -99  -99  -99 -100 -100 -100    1  -70   80 2018
1   5 -70   71    2 -100   2    1 -100 -100 -100    2    2 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70   81 2018
1   1 -70   42    2  -90   2    1 -100    4    1    4  -98 -100 -100    4    2    2    1 -100 -100    2 -100  -70   82 2018
2   1 -70   37    2   10   1 -100    1    4    1    1    4 -100 -100  -98    2    2    1 -100 -100    1 -100  -70   83 2018
1   1 -70   40    2   12   1    1 -100    4    1 -100 -100    2    1    1    1    1    1 -100 -100    1 -100  -70   84 2018
3   2 -70   70    1   11   2 -100    3 -100    1 -100 -100 -100 -100    2    2    2    1 -100 -100 -100    1  -70   85 2018
2   1 -70   28    1   12   2 -100    1    4    2    2    3 -100 -100    1    2    2    2 -100 -100    1 -100  -70   86 2018
2   1 -70   53    2    1   2 -100 -100    3    2 -100 -100    2    2    3    2    2    3 -100 -100 -100    2  -70   87 2018
3   3 -70   46    1   12   2    2 -100 -100    1 -100 -100 -100 -100    2    2    2    1 -100 -100 -100    1  -70   88 2018
2   1 -70   55    1   12   2    1 -100    4    1 -100 -100    1    2    2    2    2    1 -100 -100 -100    3  -70   89 2018
2   1 -70   28    1    8   2 -100 -100    4    1    2    4 -100 -100    4    2    2    3 -100 -100    2 -100  -70   90 2018
2   3 -70   42    1   12   2 -100 -100    4    3 -100 -100    4    4    3    1    1    4 -100 -100 -100    4  -70   91 2018
1   2 -70   77    2   10   3    1 -100    2    1    2    2 -100 -100    2    2    2    2 -100 -100    1 -100  -70   92 2018
2   2 -70   29    1  -90   1 -100    1    4    1 -100 -100    2    2    2    2    2    2 -100 -100 -100    1  -70   93 2018
2   7 -70   62    2 -100   3 -100    2 -100    1  -98    2 -100 -100 -100 -100 -100 -100 -100 -100    3 -100  -70   94 2018
1   1 -70   30    2   12   2 -100 -100    4    2 -100 -100    1    1    1    2    2    2 -100 -100    2 -100  -70   95 2018
3   2 -70   22    1  -90   2 -100 -100 -100    3 -100 -100 -100 -100    3    2    1    2 -100 -100 -100    3  -70   96 2018
3   5 -70   69    2 -100   2    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   97 2018
1   3 -70   45    1   12   1 -100 -100    4    1    1    3 -100 -100    1    1    2    2 -100 -100    1 -100  -70   98 2018
3   7 -70   32    2 -100   2    1 -100 -100    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70   99 2018
3   7 -70   60    2  -98   1 -100 -100 -100    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    2  -70  100 2018
1   1 -70   48    1   12   3 -100 -100    4    1 -100 -100  -98    4    3    2    2    2 -100 -100    4 -100  -70  101 2018
1   5 -70   81    2 -100   3 -100 -100 -100 -100  -98    2 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70  102 2018
3   1 -70   50    1   12   2    1 -100 -100    3 -100 -100 -100 -100    2    2    2    3 -100 -100 -100    1  -70  103 2018
3   5 -70   78    2 -100   1    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    2  -70  104 2018
2   3 -70   56    1   12   2 -100 -100    3    3 -100 -100    2    3    3    2    2    3 -100 -100 -100    2  -70  105 2018
1   1 -70   60    1   12   2 -100 -100    3    2    4    2 -100 -100    2    2    2    2 -100 -100    2 -100  -70  106 2018
2   1 -70   23    1   12   2 -100 -100    4    1 -100 -100    1    2    1    2    2    1 -100 -100 -100    1  -70  107 2018
2   3 -70   67    2  -90   2 -100 -100    2    3 -100 -100    1    2    3    2    2    2 -100 -100 -100    1  -70  108 2018
3   2 -70   54    2 -100   1    1 -100 -100    1 -100 -100 -100 -100    1    2    2    1 -100 -100 -100    1  -70  109 2018
2   7 -70   62    2 -100   3    1 -100 -100    1 -100 -100    3    3 -100 -100 -100 -100 -100 -100 -100    2  -70  110 2018
3   1 -70   55    2   12   1 -100 -100 -100    1 -100 -100 -100 -100    2    2    2    1 -100 -100 -100    1  -70  111 2018
2   2 -70   56    2    9   1    1 -100    4    1    1    4 -100 -100    4    2    2    1 -100 -100    1 -100  -70  112 2018
2   7 -70   58    1 -100   2 -100    1 -100    1 -100 -100    2    1 -100 -100 -100 -100 -100 -100 -100    1  -70  113 2018
2   5 -70   74    2 -100   3 -100 -100 -100 -100    1    3 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70  114 2018
2   1 -70   70    1   12   2    1 -100    4    1 -100 -100    1    1    2    2    2    1 -100 -100 -100    1  -70  115 2018
1   1 -70   35    1 -100   1    1 -100    4    2    3    3 -100 -100    2    2    2    1 -100 -100    1 -100  -70  116 2018
2   5 -70   65    1 -100   2    1 -100 -100 -100 -100 -100    1    3 -100 -100 -100 -100 -100 -100 -100    1  -70  117 2018
3   8 -70   42    2 -100   2    2 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    2  -70  118 2018
3   2 -70   48    2    9   1    1 -100 -100    1 -100 -100 -100 -100  -98    2    2    1 -100 -100 -100    2  -70  119 2018
1   1 -70   32    1   12   2 -100    2    2    2 -100 -100    4    4    2    2    2    2 -100 -100    2 -100  -70  120 2018
3   7 -70   56    2 -100   2    2 -100 -100    1 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70  121 2018
1   1 -70   61    2   12   2    1 -100    4    1    3    2 -100 -100    2    2    2    1 -100 -100    1 -100  -70  122 2018
3   2 -70   76    2    9   2 -100 -100 -100    1 -100 -100 -100 -100  -98    2    2    1 -100 -100 -100    2  -70  123 2018
3   2 -70   59    2   12   2    2 -100 -100    1 -100 -100 -100 -100    2    2    2    1 -100 -100 -100    2  -70  124 2018
1   2 -70   69    1   12   2 -100 -100    4    2    2    1 -100 -100    2    2    2    2 -100 -100    2 -100  -70  125 2018
2   1 -70   48    1   12   2 -100 -100    4    1    3    3 -100 -100    2    2    2    1 -100 -100    2 -100  -70  126 2018
1   1 -70   68    2   12   2    1 -100    4    1 -100 -100    2    1    1    2    2    1 -100 -100    1 -100  -70  127 2018
3   2 -70   39    2  -98   1 -100    1 -100    1 -100 -100 -100 -100  -98    2    2    1 -100 -100 -100    1  -70  128 2018
1   1 -70   38    1   12   2    2 -100    4    1 -100 -100    2    2    2    2    2    1 -100 -100    2 -100  -70  129 2018
3   1 -70   39    2   12   1 -100    1 -100    2 -100 -100 -100 -100    3    2    2    2 -100 -100 -100    2  -70  130 2018
2   7 -70   52    2 -100   1    1 -100 -100    2 -100 -100    3    1 -100 -100 -100 -100 -100 -100 -100    1  -70  131 2018
1   7 -70   41    2 -100   1    1 -100 -100    1    2    3 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70  132 2018
2   1 -70   60    1   12   2    2 -100    4    1    3    3 -100 -100    1    2    2    1 -100 -100    2 -100  -70  133 2018
3   1 -70   69    1   12   2    1 -100 -100    1 -100 -100 -100 -100    1    2    1    1 -100 -100 -100    2  -70  134 2018
2   1 -70   60    1   12   2    1 -100    2    1 -100 -100    1    1    2    2    2    1 -100 -100 -100    3  -70  135 2018
2   1 -70   22    2 -100   2 -100 -100    3    1    4    2 -100 -100    2    2    2    1 -100 -100    2 -100  -70  136 2018
1   6 -70   33    1    8   2 -100 -100 -100 -100 -100 -100    2    2 -100 -100 -100 -100 -100 -100    2 -100  -70  137 2018
3   1 -70   35    2   12   3    2 -100 -100    3 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    3  -70  138 2018
2   1 -70   38    2    8   1    1 -100    3    2 -100 -100    1    1    1    2    2    2 -100 -100 -100    1  -70  139 2018
1   1 -70   25    2    9   2 -100 -100    4    3    4    1 -100 -100    1    2    2    1 -100 -100    2 -100  -70  140 2018
3   1 -70   55    1   12   3 -100 -100 -100    2 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    3  -70  141 2018
2   2 -70   34    1    8   2    1 -100    3    1 -100 -100    2    3  -99    2    2    3 -100 -100 -100    2  -70  142 2018
1   7 -70   49    1 -100   3 -100 -100 -100    3    2    2 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70  143 2018
2   6 -70   18    1 -100   2 -100 -100 -100 -100    2    3 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70  144 2018
2   1 -70   56    1   12   2 -100 -100    4    1 -100 -100    2    2    2    2    2    1 -100 -100 -100    2  -70  145 2018
1   1 -70   19    1 -100   2 -100 -100    4    2    3    4 -100 -100    1    2    2    1 -100 -100    2 -100  -70  146 2018
2   4 -70   34    1   12   3 -100 -100 -100    3    4    2 -100 -100 -100 -100 -100 -100 -100 -100    2 -100  -70  147 2018
2   1 -70   26    2    9   2 -100 -100    4    4 -100 -100    1    1    3    2    1    3 -100 -100 -100    3  -70  148 2018
1   6 -70   28    1 -100   2 -100 -100 -100 -100    3    3 -100 -100 -100 -100 -100 -100 -100 -100    1 -100  -70  149 2018
2   1 -70   59    2   12   1 -100 -100    4    1 -100 -100    1    2    1    2    2    1 -100 -100 -100    1  -70  150 2018
3   1 -70   39    2   12   2 -100 -100 -100    1 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    2  -70  151 2018
3   5 -70   77    2 -100   2 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    2  -70  152 2018
2   4 -70   35    2 -100   3 -100 -100 -100    1 -100 -100    3    2 -100 -100 -100 -100 -100 -100 -100    4  -70  153 2018
3   1 -70   46    2   10   2 -100 -100 -100    2 -100 -100 -100 -100    2    2    2    2 -100 -100 -100    2  -70  154 2018
2   1 -70   57    1   12   1 -100 -100    4    3 -100 -100    2    3    1    2    2    1 -100 -100 -100    3  -70  155 2018
3   1 -70   35    2    2   2    2 -100 -100    2 -100 -100 -100 -100    1    2    2    2 -100 -100 -100    2  -70  156 2018
1   1 -70   58    2   12   3 -100 -100    3    1 -100 -100    4    2    1    2    2    1 -100 -100    2 -100  -70  157 2018
1   2 -70   20    2    6   2 -100 -100    4    2    4    1 -100 -100    1    2    2    1 -100 -100    2 -100  -70  158 2018
2   1 -70   48    2    7   1    2 -100    1    2 -100 -100    1    2    2    2    2    2 -100 -100 -100    3  -70  159 2018
1   1 -70   51    2    9   2 -100 -100    2    2    1    2 -100 -100    4    2    2    2 -100 -100    2 -100  -70  160 2018
3   6 -70   18    2 -100   3 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100    1  -70  161 2018
